1000313,MSE.EE,2017SP
1000314,MSE.ENGMGT,2017SP
1000315,MSE.ENGMGT,2017SP
1000316,MSE.ENGMGT,2019SU
1000317,MSE.CE,2017SP
1000318,MSE.ME,2016FA
1000319,MSE.EE,2018SP
1000320,MSE.SFTW.ENG,2017FA
1000321,MSE.ENGMGT,2017SP
1000322,MSE.ENGMGT,2017SP
1000323,MSE.EE,2016FA
1000324,MSE.SFTW.ENG,2018SP
1000325,MSE.CE,2017SP
1000326,MSE.ENGMGT,2016FA
1000327,MSE.ENGMGT,2017SP
1000328,MSE.ME,2017SP
1000329,MSE.EE,2016FA
